click_id,session_id,product_id,click_timestamp,time_spent,page_views
click_000061_01,session_000061,prod_00456,2025-10-08 08:50:41,6.446582978118385,3
click_000061_02,session_000061,prod_00332,2025-10-08 08:51:01,30.554978693335343,2
click_000061_03,session_000061,prod_00212,2025-10-08 08:51:21,9.107937966826347,4
click_000062_00,session_000062,prod_00370,2025-10-08 08:50:57,44.555394462531574,1
click_000062_01,session_000062,prod_00241,2025-10-08 08:51:17,8.433939790152037,3
click_000063_00,session_000063,prod_00398,2025-10-08 08:50:35,98.00770495539581,1
click_000063_01,session_000063,prod_00064,2025-10-08 08:50:55,28.843327805232033,3
click_000063_02,session_000063,prod_00302,2025-10-08 08:51:15,20.96093520542145,1
click_000063_03,session_000063,prod_00499,2025-10-08 08:51:35,9.762775077886383,1
click_000063_04,session_000063,prod_00403,2025-10-08 08:51:55,60.67109734890497,1
click_000063_05,session_000063,prod_00318,2025-10-08 08:52:15,156.33838527631733,2
click_000064_00,session_000064,prod_00453,2025-10-08 08:49:49,32.567886901306,3
click_000064_01,session_000064,prod_00161,2025-10-08 08:50:09,3.6315879377415916,2
click_000064_02,session_000064,prod_00270,2025-10-08 08:50:29,6.755825616039549,4
click_000064_03,session_000064,prod_00351,2025-10-08 08:50:49,95.89747277115933,1
click_000064_04,session_000064,prod_00481,2025-10-08 08:51:09,21.481929090071823,3
click_000065_00,session_000065,prod_00487,2025-10-08 08:50:59,12.61329072976536,3
click_000065_01,session_000065,prod_00392,2025-10-08 08:51:19,17.269039781230756,1
click_000065_02,session_000065,prod_00409,2025-10-08 08:51:39,132.9476341067139,4
click_000065_03,session_000065,prod_00303,2025-10-08 08:51:59,62.68244058365516,4
click_000066_00,session_000066,prod_00400,2025-10-08 08:50:25,44.81541652601259,1
click_000066_01,session_000066,prod_00176,2025-10-08 08:50:45,63.69208974577481,1
click_000067_00,session_000067,prod_00117,2025-10-08 08:49:34,128.05970069062874,3
click_000067_01,session_000067,prod_00043,2025-10-08 08:49:54,10.531674130517784,1
click_000067_02,session_000067,prod_00076,2025-10-08 08:50:14,19.229026039621754,1
click_000068_00,session_000068,prod_00448,2025-10-08 08:51:37,42.54945466955462,1
click_000068_01,session_000068,prod_00383,2025-10-08 08:51:57,90.92021496770779,1
click_000068_02,session_000068,prod_00428,2025-10-08 08:52:17,17.95858934556048,2
click_000069_00,session_000069,prod_00459,2025-10-08 08:51:43,13.36804299975118,2
click_000069_01,session_000069,prod_00043,2025-10-08 08:52:03,31.063036543797296,4
click_000069_02,session_000069,prod_00470,2025-10-08 08:52:23,48.47900794621328,1
click_000069_03,session_000069,prod_00151,2025-10-08 08:52:43,57.52147206564404,2
click_000069_04,session_000069,prod_00350,2025-10-08 08:53:03,28.42444607586293,1
click_000070_00,session_000070,prod_00421,2025-10-08 08:50:46,18.807572862273943,4
click_000070_01,session_000070,prod_00149,2025-10-08 08:51:06,6.962671126616269,3
click_000070_02,session_000070,prod_00479,2025-10-08 08:51:26,8.076450973691246,3
click_000071_00,session_000071,prod_00269,2025-10-08 08:50:31,8.972563759544345,1
click_000072_00,session_000072,prod_00320,2025-10-08 08:50:44,22.728340829879983,2
click_000072_01,session_000072,prod_00359,2025-10-08 08:51:04,7.628193416814267,4
click_000072_02,session_000072,prod_00440,2025-10-08 08:51:24,4.195353686221527,3
click_000073_00,session_000073,prod_00458,2025-10-08 08:51:00,50.88112448638257,4
click_000073_01,session_000073,prod_00499,2025-10-08 08:51:20,19.46890986552651,3
click_000073_02,session_000073,prod_00410,2025-10-08 08:51:40,169.6101508683345,1
click_000074_00,session_000074,prod_00488,2025-10-08 08:50:29,14.575034226787754,4
click_000075_00,session_000075,prod_00022,2025-10-08 08:50:30,23.666239148175652,3
click_000075_01,session_000075,prod_00347,2025-10-08 08:50:50,45.81501450540455,4
click_000076_00,session_000076,prod_00271,2025-10-08 08:50:19,35.18018880799355,2
click_000076_01,session_000076,prod_00447,2025-10-08 08:50:39,53.80518666879383,4
click_000076_02,session_000076,prod_00492,2025-10-08 08:50:59,81.38596152374267,4
click_000076_03,session_000076,prod_00042,2025-10-08 08:51:19,51.9181848277026,4
click_000077_00,session_000077,prod_00355,2025-10-08 08:50:23,47.07796522680192,3
click_000077_01,session_000077,prod_00321,2025-10-08 08:50:43,31.060852370210117,4
click_000078_00,session_000078,prod_00256,2025-10-08 08:50:16,16.531841542953302,2
click_000078_01,session_000078,prod_00141,2025-10-08 08:50:36,121.45835962684514,3
click_000078_02,session_000078,prod_00170,2025-10-08 08:50:56,2.2432306661592367,4
click_000078_03,session_000078,prod_00410,2025-10-08 08:51:16,69.55728947672834,3
click_000079_00,session_000079,prod_00045,2025-10-08 08:49:32,46.47684599629293,2
click_000079_01,session_000079,prod_00075,2025-10-08 08:49:52,0.5436835044327946,2
click_000080_00,session_000080,prod_00061,2025-10-08 08:52:06,45.470911102632954,1
click_000081_00,session_000081,prod_00047,2025-10-08 08:49:38,19.077224287744748,2
click_000081_01,session_000081,prod_00271,2025-10-08 08:49:58,42.34139725607397,4
click_000081_02,session_000081,prod_00284,2025-10-08 08:50:18,53.9650075142186,1
click_000081_03,session_000081,prod_00233,2025-10-08 08:50:38,5.144288928104377,3
click_000082_00,session_000082,prod_00135,2025-10-08 08:49:42,33.3325930183348,2
click_000082_01,session_000082,prod_00273,2025-10-08 08:50:02,4.883897746901622,2
click_000083_00,session_000083,prod_00451,2025-10-08 08:49:57,66.50715237497559,2
click_000083_01,session_000083,prod_00316,2025-10-08 08:50:17,42.337258215582864,1
click_000083_02,session_000083,prod_00356,2025-10-08 08:50:37,1.1404599079235584,3
click_000083_03,session_000083,prod_00144,2025-10-08 08:50:57,97.01293368784808,2
click_000083_04,session_000083,prod_00218,2025-10-08 08:51:17,23.377498969040484,1
click_000083_05,session_000083,prod_00082,2025-10-08 08:51:37,19.604144536440135,1
click_000083_06,session_000083,prod_00333,2025-10-08 08:51:57,179.65010320246836,1
click_000083_07,session_000083,prod_00193,2025-10-08 08:52:17,3.0366772420930928,3
click_000084_00,session_000084,prod_00001,2025-10-08 08:50:30,67.09444877783379,2
click_000084_01,session_000084,prod_00460,2025-10-08 08:50:50,34.7625400870442,2
click_000084_02,session_000084,prod_00298,2025-10-08 08:51:10,117.21555321006109,3
click_000084_03,session_000084,prod_00264,2025-10-08 08:51:30,20.317938803565266,3
click_000084_04,session_000084,prod_00307,2025-10-08 08:51:50,50.41624362613356,3
click_000084_05,session_000084,prod_00451,2025-10-08 08:52:10,11.489718087272644,1
click_000084_06,session_000084,prod_00134,2025-10-08 08:52:30,22.268417094615526,2
click_000084_07,session_000084,prod_00086,2025-10-08 08:52:50,11.502330280736738,1
click_000085_00,session_000085,prod_00269,2025-10-08 08:49:25,6.124852284302565,3
click_000085_01,session_000085,prod_00161,2025-10-08 08:49:45,249.3648644499078,1
click_000085_02,session_000085,prod_00166,2025-10-08 08:50:05,106.30277103517639,4
click_000085_03,session_000085,prod_00271,2025-10-08 08:50:25,62.963432127224195,4
click_000085_04,session_000085,prod_00155,2025-10-08 08:50:45,31.04109902452883,1
click_000086_00,session_000086,prod_00118,2025-10-08 08:50:06,14.093186890163347,4
click_000086_01,session_000086,prod_00460,2025-10-08 08:50:26,55.67346676591561,2
click_000086_02,session_000086,prod_00074,2025-10-08 08:50:46,120.124169471149,3
click_000086_03,session_000086,prod_00186,2025-10-08 08:51:06,37.39669217973421,3
click_000086_04,session_000086,prod_00183,2025-10-08 08:51:26,49.28791454880548,4
click_000087_00,session_000087,prod_00021,2025-10-08 08:49:48,31.388355277046276,1
click_000087_01,session_000087,prod_00144,2025-10-08 08:50:08,10.583500889283993,3
click_000087_02,session_000087,prod_00296,2025-10-08 08:50:28,89.25893255245545,1
click_000087_03,session_000087,prod_00162,2025-10-08 08:50:48,22.285726560521972,1
click_000087_04,session_000087,prod_00175,2025-10-08 08:51:08,7.372164736372892,2
click_000088_00,session_000088,prod_00248,2025-10-08 08:51:33,5.463085799828589,3
click_000088_01,session_000088,prod_00416,2025-10-08 08:51:53,10.004380142291454,1
click_000089_00,session_000089,prod_00281,2025-10-08 08:49:41,99.21040873290461,4
click_000089_01,session_000089,prod_00326,2025-10-08 08:50:01,3.5250133357776203,3
click_000089_02,session_000089,prod_00179,2025-10-08 08:50:21,113.95986821069674,1
click_000090_00,session_000090,prod_00357,2025-10-08 08:52:06,22.579446221215882,4
click_000091_00,session_000091,prod_00499,2025-10-08 08:50:16,5.482918220362128,2
click_000091_01,session_000091,prod_00334,2025-10-08 08:50:36,15.469574340410958,2
click_000092_00,session_000092,prod_00470,2025-10-08 08:52:06,32.239481895659935,1
click_000092_01,session_000092,prod_00444,2025-10-08 08:52:26,123.5587249860896,2
click_000092_02,session_000092,prod_00093,2025-10-08 08:52:46,6.142374118024043,4
click_000092_03,session_000092,prod_00074,2025-10-08 08:53:06,6.114632482760358,1
click_000093_00,session_000093,prod_00310,2025-10-08 08:50:26,10.102447340860463,1
click_000093_01,session_000093,prod_00111,2025-10-08 08:50:46,19.043896925246784,2
click_000093_02,session_000093,prod_00019,2025-10-08 08:51:06,286.1569015179807,1
click_000094_00,session_000094,prod_00379,2025-10-08 08:51:12,34.597968054671135,4
click_000094_01,session_000094,prod_00270,2025-10-08 08:51:32,125.75633876680982,4
click_000094_02,session_000094,prod_00168,2025-10-08 08:51:52,7.759695468764446,2
click_000094_03,session_000094,prod_00214,2025-10-08 08:52:12,89.30451486442644,1
click_000094_04,session_000094,prod_00426,2025-10-08 08:52:32,83.16115147175157,4
click_000094_05,session_000094,prod_00192,2025-10-08 08:52:52,98.65793854718542,1
click_000094_06,session_000094,prod_00220,2025-10-08 08:53:12,58.73932184021482,2
click_000095_00,session_000095,prod_00318,2025-10-08 08:49:44,32.17512211549148,4
click_000095_01,session_000095,prod_00480,2025-10-08 08:50:04,82.94848795620315,1
click_000095_02,session_000095,prod_00415,2025-10-08 08:50:24,17.094256069888942,4
click_000096_00,session_000096,prod_00201,2025-10-08 08:52:07,51.6929560391219,4
click_000096_01,session_000096,prod_00411,2025-10-08 08:52:27,89.29239378912258,4
click_000096_02,session_000096,prod_00012,2025-10-08 08:52:47,114.0915294312617,2
click_000097_00,session_000097,prod_00274,2025-10-08 08:49:26,210.15181397061076,2
click_000098_00,session_000098,prod_00097,2025-10-08 08:51:25,66.75373538730462,2
click_000098_01,session_000098,prod_00435,2025-10-08 08:51:45,95.86004749310875,3
click_000098_02,session_000098,prod_00041,2025-10-08 08:52:05,47.81043194629182,4
click_000099_00,session_000099,prod_00486,2025-10-08 08:51:54,91.4138687277935,3
click_000099_01,session_000099,prod_00274,2025-10-08 08:52:14,34.42437120338042,3
click_000099_02,session_000099,prod_00226,2025-10-08 08:52:34,7.770858199932671,1
click_000100_00,session_000100,prod_00162,2025-10-08 08:50:29,28.719814089524558,2
click_000100_01,session_000100,prod_00067,2025-10-08 08:50:49,6.789082883595816,3
click_000100_02,session_000100,prod_00198,2025-10-08 08:51:09,12.132643747868372,1
click_000100_03,session_000100,prod_00441,2025-10-08 08:51:29,0.7653000204888843,3
click_000101_00,session_000101,prod_00308,2025-10-08 08:50:35,42.88544782884381,4
click_000101_01,session_000101,prod_00493,2025-10-08 08:50:55,120.83142320052946,2
click_000101_02,session_000101,prod_00358,2025-10-08 08:51:15,1.988329175748952,4
click_000102_00,session_000102,prod_00322,2025-10-08 08:50:30,40.715573840700806,4
click_000102_01,session_000102,prod_00017,2025-10-08 08:50:50,11.526996554112028,3
click_000102_02,session_000102,prod_00389,2025-10-08 08:51:10,27.479259542405387,2
click_000102_03,session_000102,prod_00212,2025-10-08 08:51:30,40.4360340881137,3
click_000103_00,session_000103,prod_00284,2025-10-08 08:52:02,3.262972072276047,4
click_000103_01,session_000103,prod_00470,2025-10-08 08:52:22,39.36080718349615,2
click_000103_02,session_000103,prod_00138,2025-10-08 08:52:42,65.2504805311805,2
click_000103_03,session_000103,prod_00208,2025-10-08 08:53:02,105.14547449844618,2
click_000104_00,session_000104,prod_00195,2025-10-08 08:50:40,26.175063251154498,2
click_000104_01,session_000104,prod_00255,2025-10-08 08:51:00,11.37242146883697,4
click_000105_00,session_000105,prod_00013,2025-10-08 08:51:26,76.99594132110025,2
click_000105_01,session_000105,prod_00188,2025-10-08 08:51:46,179.8162695299991,1
click_000105_02,session_000105,prod_00333,2025-10-08 08:52:06,24.377581018024888,3
click_000105_03,session_000105,prod_00391,2025-10-08 08:52:26,338.49969642508074,1
click_000105_04,session_000105,prod_00011,2025-10-08 08:52:46,64.5365997152781,2
click_000105_05,session_000105,prod_00281,2025-10-08 08:53:06,5.429015800360139,2
click_000106_00,session_000106,prod_00445,2025-10-08 08:51:36,33.89853929028422,1
