session_id,user_id,session_start,session_duration,device_type,location,will_purchase
session_000044,user_00912,2025-10-08 08:49:47,426.80586275765864,mobile,Saint Antoinette,0
session_000045,user_00919,2025-10-08 08:50:24,55.72548754606369,desktop,Gaynec,0
session_000046,user_00080,2025-10-08 08:50:41,191.99961464254193,mobile,Becker-sur-Mer,0
session_000047,user_00675,2025-10-08 08:49:20,79.59347186170027,desktop,Grégoire,0
session_000048,user_00139,2025-10-08 08:50:27,1137.9292308212152,mobile,Duboisnec,0
session_000049,user_00002,2025-10-08 08:51:35,297.16866744822704,desktop,Bazinboeuf,0
session_000050,user_00511,2025-10-08 08:49:41,95.19025157776935,mobile,Le Goffnec,0
session_000051,user_00499,2025-10-08 08:48:41,897.518211937327,mobile,Saint Zoéboeuf,0
session_000052,user_00250,2025-10-08 08:51:27,201.42591053304534,desktop,Jacquot,0
session_000053,user_00879,2025-10-08 08:49:23,228.8364129510115,desktop,Baudry,0
session_000054,user_00821,2025-10-08 08:50:15,649.9114130060207,desktop,Maréchal,0
session_000055,user_00268,2025-10-08 08:49:09,497.5589877269152,tablet,Roger,0
session_000056,user_00517,2025-10-08 08:49:11,259.1616126333242,tablet,Sainte Victor-la-Forêt,0
session_000057,user_00801,2025-10-08 08:49:52,61.86140190556696,mobile,Duhamel,0
session_000058,user_00852,2025-10-08 08:51:20,555.8336090226213,tablet,Saint Margaud,0
session_000059,user_00948,2025-10-08 08:49:35,623.5493180251367,desktop,Carlier,0
session_000060,user_00306,2025-10-08 08:50:11,538.0218529307709,mobile,Muller-la-Forêt,0
session_000061,user_00682,2025-10-08 08:49:51,39.04749049380372,mobile,Gillesdan,0
session_000062,user_00731,2025-10-08 08:50:27,12.290160320355364,mobile,François,0
session_000063,user_00542,2025-10-08 08:50:05,319.4654872317981,mobile,Camus,0
session_000064,user_00584,2025-10-08 08:49:19,573.8187018378089,tablet,Duhamel-les-Bains,0
session_000065,user_00691,2025-10-08 08:50:29,22.864817007040223,mobile,Leclerc,0
session_000066,user_00966,2025-10-08 08:49:55,697.5114456887651,mobile,Sainte Maryse,0
session_000067,user_00445,2025-10-08 08:49:04,142.6160312666973,desktop,Garnier,0
session_000068,user_00066,2025-10-08 08:51:07,187.9806735568193,desktop,Bonnet,1
session_000069,user_00134,2025-10-08 08:51:13,192.1248144445672,desktop,Cousin,0
session_000070,user_00319,2025-10-08 08:50:16,62.12001334997688,mobile,Guyot,0
session_000071,user_00401,2025-10-08 08:50:01,197.30174213035042,mobile,Texier,1
session_000072,user_00133,2025-10-08 08:50:14,564.4628752472981,mobile,BenoitBourg,1
session_000073,user_00400,2025-10-08 08:50:30,165.52146651639865,mobile,SauvageVille,0
session_000074,user_00327,2025-10-08 08:49:59,203.62473722758867,desktop,Saint Susanneboeuf,0
session_000075,user_00500,2025-10-08 08:50:00,113.0971353698602,mobile,FouquetBourg,0
session_000076,user_00244,2025-10-08 08:49:49,93.59723777677796,mobile,Collin-la-Forêt,0
session_000077,user_00526,2025-10-08 08:49:53,175.55245447440137,mobile,ReynaudVille,0
session_000078,user_00251,2025-10-08 08:49:46,295.4883908531919,mobile,Sainte Juliette,0
session_000079,user_00690,2025-10-08 08:49:02,63.50988464961986,desktop,CaronBourg,0
session_000080,user_00584,2025-10-08 08:51:36,130.39949910606975,desktop,Duhamel-les-Bains,0
session_000081,user_00778,2025-10-08 08:49:08,110.14472916375206,mobile,Didier,0
session_000082,user_00605,2025-10-08 08:49:12,1045.3423163922664,mobile,Sainte Roland,0
session_000083,user_00176,2025-10-08 08:49:27,270.1806390277224,desktop,Devaux-sur-Lemaître,0
session_000084,user_00612,2025-10-08 08:50:00,866.1649251769186,mobile,Faure,0
session_000085,user_00645,2025-10-08 08:48:55,845.7701799977821,mobile,Blot,0
session_000086,user_00955,2025-10-08 08:49:36,110.42639380909009,mobile,Lemoine,0
session_000087,user_00051,2025-10-08 08:49:18,259.8259212078916,desktop,Saint Josette-sur-Mer,0
session_000088,user_00657,2025-10-08 08:51:03,13.134574100190456,desktop,Baillyboeuf,0
session_000089,user_00531,2025-10-08 08:49:11,802.1915134831081,desktop,Vallet-la-Forêt,1
session_000090,user_00333,2025-10-08 08:51:36,23.082613372009078,mobile,Courtois-les-Bains,0
session_000091,user_00476,2025-10-08 08:49:46,24.00876991827959,mobile,Lévy,0
session_000092,user_00796,2025-10-08 08:51:36,149.3372120810306,mobile,MarinBourg,0
session_000093,user_00953,2025-10-08 08:49:56,146.3432761680698,desktop,Dufourdan,0
session_000094,user_00196,2025-10-08 08:50:42,297.5142361476138,mobile,Vallet-sur-Mer,0
session_000095,user_00729,2025-10-08 08:49:14,245.48881682917803,mobile,Saint Margaret,0
session_000096,user_00774,2025-10-08 08:51:37,578.8482172543524,desktop,BouvierBourg,0
session_000097,user_00938,2025-10-08 08:48:56,74.28012824466309,mobile,Leroux,0
session_000098,user_00379,2025-10-08 08:50:55,606.0021931680956,desktop,Imbertdan,0
session_000099,user_00009,2025-10-08 08:51:24,744.388338752269,mobile,Sainte Renée,1
session_000100,user_00898,2025-10-08 08:49:59,350.653504482362,mobile,Sainte Christophe,0
session_000101,user_00902,2025-10-08 08:50:05,260.3729597162215,mobile,Bousquetdan,1
session_000102,user_00657,2025-10-08 08:50:00,55.55118935693597,desktop,Baillyboeuf,0
session_000103,user_00346,2025-10-08 08:51:32,934.8190356294489,desktop,Lacombe,0
session_000104,user_00993,2025-10-08 08:50:10,763.7855266883304,mobile,Vidal,0
session_000105,user_00417,2025-10-08 08:50:56,189.5032922044098,desktop,Robert,0
session_000106,user_00168,2025-10-08 08:51:06,312.6025432455005,mobile,Fontaineboeuf,0
session_000107,user_00280,2025-10-08 08:50:59,129.1605881060539,tablet,PierreVille,0
session_000108,user_00953,2025-10-08 08:49:58,70.82410891422117,mobile,Dufourdan,0
session_000109,user_00824,2025-10-08 08:51:07,666.5243554286172,mobile,Laine,0
session_000110,user_00732,2025-10-08 08:49:51,230.04353432843126,desktop,GuyotVille,0
session_000111,user_00535,2025-10-08 08:50:23,14.665178127480914,mobile,Simon,1
session_000112,user_00979,2025-10-08 08:49:26,546.5191011313281,desktop,Delannoy-la-Forêt,0
session_000113,user_00097,2025-10-08 08:49:47,455.341684165945,desktop,Lefèvreboeuf,0
session_000114,user_00557,2025-10-08 08:50:48,402.7375517597256,mobile,Saint Michelboeuf,0
session_000115,user_00931,2025-10-08 08:50:09,128.55799997763253,mobile,Costanec,0
session_000116,user_00074,2025-10-08 08:50:15,199.1406794162698,desktop,Roche,0
session_000117,user_00536,2025-10-08 08:50:48,63.48161564646502,desktop,Dias-les-Bains,0
session_000118,user_00472,2025-10-08 08:50:51,190.264504186508,mobile,Laine-sur-Leleu,0
session_000119,user_00102,2025-10-08 08:50:44,249.18393239180045,mobile,Bertrandnec,0
session_000120,user_00540,2025-10-08 08:51:32,293.7695488494242,desktop,Schmittdan,0
session_000121,user_00404,2025-10-08 08:51:24,221.6006380251215,mobile,Launay,0
session_000122,user_00322,2025-10-08 08:51:23,207.33712698396303,desktop,Delorme-sur-Da Silva,0
session_000123,user_00054,2025-10-08 08:51:16,153.5425106103995,mobile,Teixeira-les-Bains,0
session_000124,user_00497,2025-10-08 08:50:03,185.18571021067837,mobile,Pineau-les-Bains,0
session_000125,user_00951,2025-10-08 08:50:33,6.956507108598403,desktop,Baron,0
session_000126,user_00144,2025-10-08 08:49:57,208.4665808160212,mobile,Descamps,0
session_000127,user_00553,2025-10-08 08:51:21,364.0521407642612,desktop,Moulin,0
session_000128,user_00568,2025-10-08 08:48:52,384.3688424227299,desktop,Tanguy-sur-Leconte,0
session_000129,user_00022,2025-10-08 08:50:52,463.6462611042016,desktop,Sainte Virginieboeuf,0
session_000130,user_00892,2025-10-08 08:50:13,1427.3232499708597,desktop,Fernandez-sur-Guichard,0
session_000131,user_00388,2025-10-08 08:50:14,757.5930802906543,tablet,Sainte Maryse-sur-Mer,0
session_000132,user_00016,2025-10-08 08:50:30,403.2753873608963,desktop,Sainte SébastienVille,0
session_000133,user_00470,2025-10-08 08:49:25,402.01633175567196,desktop,Chrétien,0
session_000134,user_00726,2025-10-08 08:48:57,210.24457374818874,mobile,Pierre,0
session_000135,user_00043,2025-10-08 08:51:24,20.31165191088303,mobile,Mace,0
session_000136,user_00946,2025-10-08 08:49:54,35.78388544300722,mobile,Pires-sur-Legendre,0
session_000137,user_00497,2025-10-08 08:50:50,130.51535714124137,desktop,Pineau-les-Bains,0
session_000138,user_00022,2025-10-08 08:51:04,54.47974532224205,desktop,Sainte Virginieboeuf,0
session_000139,user_00823,2025-10-08 08:50:08,103.57935618896059,mobile,Legrand,0
session_000140,user_00612,2025-10-08 08:50:01,1374.8587297453614,mobile,Faure,0
session_000141,user_00906,2025-10-08 08:49:45,1276.4368802035442,mobile,Marin-la-Forêt,0
session_000142,user_00882,2025-10-08 08:50:25,22.686385895320313,desktop,Roche-sur-Mer,1
session_000143,user_00283,2025-10-08 08:49:29,271.8157250761894,mobile,Costa,0
session_000144,user_00310,2025-10-08 08:49:44,193.26616658388897,desktop,Cousin,0
session_000145,user_00185,2025-10-08 08:51:31,11.596348596430783,mobile,Sainte Mariannedan,0
session_000146,user_00147,2025-10-08 08:49:09,139.14429854846026,mobile,Morel,0
session_000147,user_00086,2025-10-08 08:50:48,238.53631200874793,mobile,Saint Thomasboeuf,0
session_000148,user_00701,2025-10-08 08:49:19,45.61326158845723,desktop,Reyboeuf,1
session_000149,user_00432,2025-10-08 08:50:29,341.526564524382,desktop,Auger,0
session_000150,user_00215,2025-10-08 08:49:41,428.94592643240355,mobile,Caron,0
session_000151,user_00746,2025-10-08 08:51:21,98.00790167310475,mobile,Lenoir,1
session_000152,user_00477,2025-10-08 08:51:32,826.8086528214155,mobile,Saint Lorraineboeuf,0
session_000153,user_00260,2025-10-08 08:50:31,14.561989554198774,desktop,Saint Valentine-sur-Mer,1
session_000154,user_00668,2025-10-08 08:51:38,68.61697400800965,desktop,Lévy,0
session_000155,user_00391,2025-10-08 08:50:16,202.0791763432417,mobile,Delaunay,0
session_000156,user_00222,2025-10-08 08:50:33,119.50250038074773,mobile,Henry-la-Forêt,0
session_000157,user_00364,2025-10-08 08:50:00,1222.6301630162006,mobile,Sainte Victornec,0
session_000158,user_00225,2025-10-08 08:50:51,406.6967674612585,desktop,Chauvindan,0
session_000159,user_00332,2025-10-08 08:50:42,45.07266336741023,mobile,Laine-les-Bains,0
session_000160,user_00385,2025-10-08 08:51:28,63.282292770504185,mobile,Saint Henri,0
session_000161,user_00517,2025-10-08 08:51:32,567.6245379710833,mobile,Sainte Victor-la-Forêt,0
session_000162,user_00514,2025-10-08 08:51:07,378.890696163818,desktop,Payet,0
session_000163,user_00542,2025-10-08 08:50:12,8.919399983909946,tablet,Camus,0
session_000164,user_00736,2025-10-08 08:51:18,122.44653690015116,mobile,Morel,0
session_000165,user_00304,2025-10-08 08:48:53,144.3177967193193,desktop,Parent,0
session_000166,user_00522,2025-10-08 08:50:25,391.4258857972957,tablet,Didier,0
session_000167,user_00827,2025-10-08 08:49:31,1316.6728773152079,mobile,Chauvet,0
session_000168,user_00866,2025-10-08 08:51:30,68.17919186965196,mobile,Leduc,0
session_000169,user_00284,2025-10-08 08:48:45,614.4160907233667,desktop,Normand-la-Forêt,0
session_000170,user_00803,2025-10-08 08:50:22,78.38027359694952,mobile,Lecontenec,0
session_000171,user_00089,2025-10-08 08:51:25,51.95805043827853,desktop,Delaunay-les-Bains,0
session_000172,user_00354,2025-10-08 08:51:03,159.01811765480045,mobile,Besson-sur-Mer,0
session_000173,user_00863,2025-10-08 08:50:56,147.39563806682065,mobile,Bonnet,0
session_000174,user_00498,2025-10-08 08:50:29,10.710313534763694,desktop,Sainte Adrienne,0
session_000175,user_00553,2025-10-08 08:51:18,10.456503982720792,mobile,Moulin,0
session_000176,user_00142,2025-10-08 08:50:28,1111.4840855976752,tablet,Mauricenec,0
session_000177,user_00208,2025-10-08 08:49:49,218.35162307139532,mobile,Jourdannec,0
session_000178,user_00921,2025-10-08 08:49:19,180.61604041567483,desktop,Fouquet-sur-Mer,0
session_000179,user_00593,2025-10-08 08:50:54,354.345668696179,mobile,Delattre,0
session_000180,user_00101,2025-10-08 08:49:06,25.90661460183857,mobile,Delormenec,0
session_000181,user_00313,2025-10-08 08:51:02,343.90047945923607,mobile,Renault,0
session_000182,user_00790,2025-10-08 08:50:54,66.03728828983357,mobile,Berthelot,0
session_000183,user_00641,2025-10-08 08:48:51,422.5608483190108,mobile,Sainte Constance,0
session_000184,user_00523,2025-10-08 08:50:03,140.83461896282674,mobile,Robin,0
session_000185,user_00665,2025-10-08 08:49:19,67.67177389690931,mobile,Étienne,0
session_000186,user_00523,2025-10-08 08:48:41,334.6709341691516,mobile,Robin,0
session_000187,user_00660,2025-10-08 08:51:30,13.971622688233147,tablet,Saint Juliennec,0
session_000188,user_00356,2025-10-08 08:50:26,1023.5197031963646,desktop,Boucherboeuf,0
session_000189,user_00730,2025-10-08 08:48:49,176.06029703552187,mobile,Tessier,0
session_000190,user_00969,2025-10-08 08:50:55,621.2603508735077,mobile,Charrier-la-Forêt,0
session_000191,user_00586,2025-10-08 08:51:29,145.3755715404099,desktop,Lacroixnec,0
session_000192,user_00230,2025-10-08 08:50:49,623.2630602863007,mobile,Guillaumedan,0
session_000193,user_00906,2025-10-08 08:50:17,169.56740407548352,mobile,Marin-la-Forêt,0
session_000194,user_00312,2025-10-08 08:50:33,105.34299461299966,desktop,Saint Renéedan,0
session_000195,user_00394,2025-10-08 08:50:51,254.8382177278717,mobile,Delattre,0
session_000196,user_00387,2025-10-08 08:49:04,156.7358435033623,tablet,Costa,0
session_000197,user_00594,2025-10-08 08:50:54,504.1968811347481,mobile,Barthelemy-sur-Leroux,0
session_000198,user_00353,2025-10-08 08:49:13,607.8194847609867,mobile,Costenec,0
session_000199,user_00040,2025-10-08 08:49:12,50.45858779870556,mobile,Chevallier-les-Bains,0
session_000200,user_00990,2025-10-08 08:50:36,306.24719540839686,tablet,Rocherboeuf,0
session_000201,user_00279,2025-10-08 08:50:16,189.50585368991727,mobile,Delorme,0
session_000202,user_00502,2025-10-08 08:50:36,48.86565827696861,mobile,Sainte Charlotte,0
session_000203,user_00602,2025-10-08 08:48:44,700.5582870877995,mobile,DenisVille,0
session_000204,user_00647,2025-10-08 08:50:33,56.009027995269584,desktop,Hoarau,0
session_000205,user_00206,2025-10-08 08:51:02,285.8721307921748,mobile,Becker,0
session_000206,user_00381,2025-10-08 08:49:00,799.8457761654032,desktop,Leroux,0
session_000207,user_00431,2025-10-08 08:50:43,457.83358043900523,desktop,Benoitdan,0
session_000208,user_00224,2025-10-08 08:49:57,760.6004438059231,tablet,Moulin,0
session_000209,user_00763,2025-10-08 08:49:36,16.206005783178288,mobile,RocheVille,0
session_000210,user_00958,2025-10-08 08:50:52,388.47658453150353,mobile,Traore,0
session_000211,user_00393,2025-10-08 08:50:14,239.0328254879286,mobile,Saint Denise,0
session_000212,user_00162,2025-10-08 08:50:01,933.4843209656136,mobile,Millet-sur-Delorme,0
session_000213,user_00848,2025-10-08 08:50:50,470.40387904406276,desktop,Picard,0
session_000214,user_00304,2025-10-08 08:51:38,121.07392493569164,mobile,Parent,0
session_000215,user_00997,2025-10-08 08:49:14,72.2546958789271,mobile,Leclercq-les-Bains,1
session_000216,user_00557,2025-10-08 08:50:20,439.5595112412253,mobile,Saint Michelboeuf,0
session_000217,user_00567,2025-10-08 08:49:25,378.70845581172034,mobile,LebretonBourg,0
session_000218,user_00073,2025-10-08 08:49:47,477.70584390186195,desktop,Sainte Élise-sur-Mer,0
session_000219,user_00151,2025-10-08 08:49:22,852.5904296530881,mobile,PayetBourg,0
session_000220,user_00400,2025-10-08 08:49:48,53.67114008891902,mobile,SauvageVille,0
session_000221,user_00097,2025-10-08 08:50:01,195.6990999156553,mobile,Lefèvreboeuf,0
session_000222,user_00235,2025-10-08 08:51:34,67.72570349429357,desktop,GeorgesBourg,0
session_000223,user_00818,2025-10-08 08:50:12,320.27522995157517,desktop,Le Goff,1
session_000224,user_00710,2025-10-08 08:50:47,191.1973002935885,mobile,MunozVille,0
session_000225,user_00395,2025-10-08 08:49:27,327.038330546774,mobile,GarciaVille,1
session_000226,user_00165,2025-10-08 08:49:11,412.93685832802123,desktop,Besson,0
session_000227,user_00046,2025-10-08 08:49:05,237.1410194259091,desktop,Laurent,0
session_000228,user_00582,2025-10-08 08:50:52,72.72420213919503,desktop,GrondinVille,0
session_000229,user_00167,2025-10-08 08:51:10,24.171648466072952,mobile,Allard,0
session_000230,user_00058,2025-10-08 08:49:25,247.53345843861976,mobile,Delorme,0
session_000231,user_00092,2025-10-08 08:48:48,130.50448641861536,desktop,Sainte Sophie,0
session_000232,user_00303,2025-10-08 08:48:55,338.64417362169974,desktop,DuvalBourg,0
session_000233,user_00888,2025-10-08 08:50:59,193.16717285356373,desktop,Albert,0
session_000234,user_00108,2025-10-08 08:50:33,100.99369625600102,mobile,Lemonnier,0
session_000235,user_00609,2025-10-08 08:49:23,130.66032864792933,mobile,Saint Luce,0
session_000236,user_00764,2025-10-08 08:50:18,55.83394526566257,desktop,Maillet,0
session_000237,user_00613,2025-10-08 08:48:39,35.72953710383591,mobile,Laporte-les-Bains,0
session_000238,user_00678,2025-10-08 08:51:04,121.94629105470526,desktop,Charrier-sur-Mer,0
session_000239,user_00688,2025-10-08 08:49:18,65.89710237458594,mobile,BourdonVille,0
session_000240,user_00881,2025-10-08 08:49:35,386.1714062002658,mobile,Sainte Benjamindan,0
session_000241,user_00013,2025-10-08 08:49:35,44.011432248606724,mobile,Delmas-les-Bains,0
session_000242,user_00548,2025-10-08 08:50:20,649.9991947471817,mobile,FernandezBourg,0
session_000243,user_00777,2025-10-08 08:48:54,320.81075747294994,desktop,Lelièvre,0
session_000244,user_00774,2025-10-08 08:50:49,376.61334891632407,desktop,BouvierBourg,0
session_000245,user_00839,2025-10-08 08:49:23,286.56339209000953,mobile,Gérardboeuf,0
session_000246,user_00635,2025-10-08 08:50:24,388.0224226342928,mobile,Sainte Franck,1
session_000247,user_00197,2025-10-08 08:49:43,379.39149711491353,desktop,Hamel-la-Forêt,0
session_000248,user_00461,2025-10-08 08:50:33,868.6943631834058,desktop,Mary-sur-Normand,0
session_000249,user_00752,2025-10-08 08:48:57,176.27699549826784,desktop,Bouvet-sur-Goncalves,0
session_000250,user_00010,2025-10-08 08:48:40,13.123703066491107,desktop,Dumas,0
session_000251,user_00227,2025-10-08 08:49:22,395.75028045676953,mobile,Weber,0
session_000252,user_00275,2025-10-08 08:49:46,193.86937713947017,desktop,Boulay,0
session_000253,user_00482,2025-10-08 08:49:32,243.21795007870395,mobile,Sainte Richard,0
session_000254,user_00252,2025-10-08 08:49:18,21.877869418205027,desktop,ChevallierBourg,0
session_000255,user_00071,2025-10-08 08:49:30,827.9896279388483,mobile,Klein,0
session_000256,user_00750,2025-10-08 08:48:57,1231.7500842678742,mobile,Sainte Mathilde,0
session_000257,user_00398,2025-10-08 08:49:42,208.52180576243416,mobile,GuilbertBourg,0
session_000258,user_00675,2025-10-08 08:49:26,143.55007400671664,desktop,Grégoire,0
session_000259,user_00271,2025-10-08 08:49:27,236.3765631477829,desktop,Voisin-sur-Marques,0
session_000260,user_00081,2025-10-08 08:51:06,122.19104584099361,desktop,Dupuis,0
session_000261,user_00938,2025-10-08 08:49:13,182.48378058156607,desktop,Leroux,0
session_000262,user_00793,2025-10-08 08:51:01,50.15694425376936,desktop,Rossi-sur-Mer,0
session_000263,user_00886,2025-10-08 08:50:37,455.4889942675096,desktop,Rodrigues,0
session_000264,user_00199,2025-10-08 08:49:41,138.08630755013445,mobile,Sainte Antoine-sur-Mer,1
session_000265,user_00071,2025-10-08 08:50:23,47.524095193697015,desktop,Klein,0
session_000266,user_00965,2025-10-08 08:48:43,786.7848665765758,mobile,PetitVille,0
session_000267,user_00813,2025-10-08 08:50:12,68.85473734834449,mobile,Schmitt-la-Forêt,0
session_000268,user_00410,2025-10-08 08:49:31,99.38919633175713,desktop,Kleindan,0
session_000269,user_00718,2025-10-08 08:50:27,40.786913509139055,mobile,Sainte Jeannine,1
session_000270,user_00935,2025-10-08 08:51:10,39.45009827158892,mobile,Valette,0
session_000271,user_00115,2025-10-08 08:50:45,104.8512501554378,desktop,Denis,0
session_000272,user_00164,2025-10-08 08:51:39,124.78566471778133,mobile,Sainte Victoire,0
session_000273,user_00895,2025-10-08 08:50:41,158.74884768100296,mobile,Marchal,0
session_000274,user_00940,2025-10-08 08:49:43,32.51732217819071,mobile,Aubert-sur-Brunet,0
session_000275,user_00042,2025-10-08 08:49:18,75.52221520514193,mobile,Bonneau,0
session_000276,user_00681,2025-10-08 08:51:04,57.99261214087717,desktop,Sainte Louisboeuf,0
session_000277,user_00580,2025-10-08 08:48:52,39.404539963802,mobile,Besson-sur-Mer,0
session_000278,user_00537,2025-10-08 08:49:42,167.92366279643159,mobile,Daniel,0
session_000279,user_00976,2025-10-08 08:49:14,1454.2273787270594,desktop,Girardnec,0
session_000280,user_00837,2025-10-08 08:50:04,259.2343288464289,mobile,Lejeune,0
session_000281,user_00937,2025-10-08 08:51:19,439.48857753974744,mobile,PereiraBourg,0
session_000282,user_00074,2025-10-08 08:50:01,123.23046541083905,mobile,Roche,0
session_000283,user_00179,2025-10-08 08:50:24,10.88185283400909,mobile,Valletdan,0
session_000284,user_00702,2025-10-08 08:50:08,201.65156366616745,mobile,Bouvier,1
session_000285,user_00982,2025-10-08 08:48:50,1416.1122005625207,mobile,Fabre,1
session_000286,user_00091,2025-10-08 08:50:26,109.16108000060235,mobile,Seguin,1
session_000287,user_00700,2025-10-08 08:51:17,204.31746473325185,mobile,PereiraVille,0
session_000288,user_00452,2025-10-08 08:48:41,28.226375924613713,mobile,Joubert-sur-Salmon,0
session_000289,user_00062,2025-10-08 08:49:08,204.72824051321754,desktop,LangloisVille,0
session_000290,user_00566,2025-10-08 08:51:32,805.0701907543257,desktop,Saint Laure-les-Bains,0
session_000291,user_00383,2025-10-08 08:50:40,558.4416473612482,desktop,Antoine,0
session_000292,user_00953,2025-10-08 08:48:58,74.53731266483419,desktop,Dufourdan,0
session_000293,user_00164,2025-10-08 08:48:48,1189.0319968269862,mobile,Sainte Victoire,0
session_000294,user_00768,2025-10-08 08:50:08,64.4038892721121,mobile,Brun,0
session_000295,user_00327,2025-10-08 08:50:38,12.852170101236963,mobile,Saint Susanneboeuf,0
session_000296,user_00911,2025-10-08 08:50:50,682.2881270584184,mobile,Traore,0
session_000297,user_00593,2025-10-08 08:50:54,173.76428140556592,tablet,Delattre,0
session_000298,user_00805,2025-10-08 08:50:22,629.0586203749659,mobile,LopezVille,0
session_000299,user_00478,2025-10-08 08:51:26,333.1500296034369,mobile,Gilbert,0
session_000300,user_00453,2025-10-08 08:50:45,7.258716711302178,mobile,Mathieu,0
session_000301,user_00568,2025-10-08 08:51:34,129.05111530509308,mobile,Tanguy-sur-Leconte,0
session_000302,user_00224,2025-10-08 08:50:51,91.9403611865719,mobile,Moulin,0
session_000303,user_00987,2025-10-08 08:49:13,384.96344524325474,desktop,Guillotdan,0
session_000304,user_00334,2025-10-08 08:49:53,297.5574695511408,desktop,Simon,1
session_000305,user_00253,2025-10-08 08:49:02,241.82636957349516,mobile,Saint Anouk,0
session_000306,user_00218,2025-10-08 08:51:29,83.41889391704704,mobile,Saint AstridBourg,0
session_000307,user_00482,2025-10-08 08:49:56,88.75744589153341,mobile,Sainte Richard,0
session_000308,user_00016,2025-10-08 08:49:32,106.12487961045353,tablet,Sainte SébastienVille,0
session_000309,user_00405,2025-10-08 08:51:21,171.921373601143,mobile,Gautier-la-Forêt,0
