product_id,name,category,subcategory,price,brand,rating,review_count,stock_quantity,is_featured,creation_date
prod_00124,La liberté de changer à la pointe,electronics,tablet,63.88,Blondel Reynaud SA,3.4,41,843,False,2024-12-15
prod_00125,L'art de changer sans soucis,fashion,accessories,77.84,Roy,4.3,46,691,False,2024-12-14
prod_00126,L'avantage d'évoluer plus rapidement,toys,action_figures,116.51,Muller,3.7,52,16,False,2024-10-13
prod_00127,La liberté de louer à l'état pur,fashion,watches,23.42,Boutin Vallée et Fils,4.3,49,239,False,2025-04-07
prod_00128,Le plaisir de concrétiser vos projets avant-tout,beauty,skincare,78.13,Gérard Briand SARL,4.4,47,646,False,2025-05-03
prod_00129,Le confort d'avancer autrement,electronics,headphones,25.73,Perrot,4.0,57,609,False,2025-02-05
prod_00130,Le plaisir d'évoluer plus rapidement,electronics,smartphone,32.8,Brunet,4.6,50,705,False,2025-02-04
prod_00131,Le confort d'atteindre vos buts avant-tout,toys,educational,223.48,Pichon Lebrun S.A.R.L.,4.1,42,177,True,2025-05-06
prod_00132,La liberté de concrétiser vos projets plus rapidement,electronics,headphones,47.33,Blot S.A.R.L.,3.9,52,738,False,2025-06-08
prod_00133,La liberté de rouler à l'état pur,fashion,accessories,133.3,Verdier SA,3.8,40,792,False,2025-02-14
prod_00134,L'assurance de rouler à sa source,toys,board_games,101.79,Da Silva,3.6,39,73,False,2025-07-08
prod_00135,La liberté d'avancer en toute tranquilité,fashion,clothing,29.95,Dupuis,3.1,38,648,True,2025-09-12
prod_00136,L'art de concrétiser vos projets de manière sûre,fashion,watches,72.48,Adam S.A.,4.0,53,919,False,2024-12-23
prod_00137,La liberté de concrétiser vos projets sans soucis,home,furniture,37.59,Boulay,4.0,51,775,True,2025-04-06
prod_00138,L'assurance de rouler avant-tout,home,kitchen,42.21,Leroux,4.2,43,969,False,2025-07-29
prod_00139,L'assurance de louer de manière efficace,electronics,smartphone,22.89,Mercier,4.5,50,272,False,2025-03-10
prod_00140,La possibilité de changer naturellement,beauty,skincare,27.71,Bourgeois SA,3.8,48,837,False,2025-09-10
prod_00141,Le droit d'évoluer en toute tranquilité,home,appliances,248.67,Thomas S.A.R.L.,4.1,44,349,False,2025-07-26
prod_00142,Le plaisir de rouler autrement,toys,board_games,37.91,Grenier,4.4,44,929,False,2025-08-17
prod_00143,L'avantage d'atteindre vos buts plus facilement,home,furniture,124.9,Joubert S.A.S.,4.7,34,83,False,2025-08-06
prod_00144,Le droit de concrétiser vos projets avant-tout,fashion,shoes,5.79,Fabre,4.4,42,640,False,2025-02-17
prod_00145,L'assurance de rouler avant-tout,electronics,laptop,13.52,Henry,3.7,51,985,False,2025-09-16
prod_00146,L'avantage d'atteindre vos buts de manière sûre,home,kitchen,214.56,Blin Couturier S.A.S.,4.7,32,335,False,2024-10-29
prod_00147,L'assurance de louer à la pointe,fashion,watches,150.36,Alves,4.6,36,981,False,2024-12-10
prod_00148,L'art d'évoluer plus rapidement,home,decor,25.44,Martins,4.5,44,529,False,2025-02-25
prod_00149,La possibilité d'évoluer autrement,sports,outdoor,82.78,Tessier,4.7,45,300,False,2025-02-10
prod_00150,Le pouvoir d'atteindre vos buts sans soucis,beauty,haircare,38.55,Tanguy,4.0,42,941,False,2025-06-03
prod_00151,L'assurance de rouler autrement,electronics,headphones,11.15,Lombard,4.9,51,359,False,2024-11-06
prod_00152,La possibilité de changer à la pointe,fashion,clothing,31.2,Clerc S.A.,4.0,53,817,False,2025-04-07
prod_00153,L'art d'évoluer de manière efficace,toys,action_figures,52.08,Rousseau SARL,5.0,53,260,False,2025-01-08
prod_00154,L'art de concrétiser vos projets à l'état pur,home,furniture,30.68,Perrot S.A.R.L.,4.4,52,673,False,2024-11-24
prod_00155,Le droit de louer à la pointe,sports,fitness,30.58,Moulin,5.0,52,401,False,2025-09-08
prod_00156,Le confort de rouler à l'état pur,books,cookbooks,33.85,Hardy,4.1,47,843,False,2025-03-06
prod_00157,Le confort d'évoluer en toute tranquilité,beauty,skincare,93.6,Fischer Petit SA,3.9,43,492,False,2024-10-21
prod_00158,La liberté de concrétiser vos projets plus facilement,beauty,haircare,174.84,Guibert Vallet SA,3.4,45,530,False,2024-12-10
prod_00159,Le pouvoir de louer en toute tranquilité,electronics,laptop,26.29,Masson,4.6,38,946,False,2025-08-19
prod_00160,Le pouvoir d'atteindre vos buts avant-tout,sports,fitness,52.35,Étienne,3.2,51,809,False,2025-01-07
prod_00161,L'assurance d'innover plus rapidement,sports,yoga,17.51,Duhamel Potier SA,5.0,44,356,False,2025-05-08
prod_00162,La liberté de concrétiser vos projets à l'état pur,toys,board_games,158.64,Gomez,4.1,41,114,True,2024-12-29
prod_00163,La possibilité de rouler avant-tout,fashion,shoes,391.84,Bourgeois SA,4.1,40,669,False,2025-04-06
prod_00164,L'avantage de changer de manière efficace,toys,dolls,6.95,Guillou Blanchet SARL,3.9,52,99,False,2025-04-30
prod_00165,Le pouvoir de concrétiser vos projets à la pointe,toys,board_games,91.61,Perrin Lacroix S.A.S.,3.9,44,852,False,2025-03-18
prod_00166,Le pouvoir d'évoluer à sa source,fashion,watches,56.79,Poirier,4.1,48,369,False,2024-11-03
prod_00167,Le droit de changer à sa source,fashion,accessories,37.21,Gomes Legrand SARL,4.7,42,223,False,2024-12-07
prod_00168,Le droit d'avancer en toute tranquilité,sports,fitness,199.07,Lacroix SA,3.8,46,529,False,2024-12-29
prod_00169,La liberté de concrétiser vos projets de manière sûre,beauty,fragrance,22.15,Lemaître Perret et Fils,4.0,56,539,False,2025-09-24
prod_00170,La possibilité d'atteindre vos buts avant-tout,toys,educational,142.15,Gay,4.6,44,307,False,2025-04-03
prod_00171,Le droit de rouler à l'état pur,books,business,106.6,Salmon SARL,3.8,46,249,False,2025-09-28
prod_00172,L'art de louer plus rapidement,sports,team_sports,136.58,Robert,4.8,47,483,False,2025-09-11
prod_00173,Le plaisir de louer de manière sûre,toys,dolls,104.36,Meunier Marion SARL,4.6,45,210,False,2025-08-23
prod_00174,Le confort d'atteindre vos buts avant-tout,electronics,laptop,16.01,Bonnet SA,4.2,46,86,False,2025-02-12
prod_00175,L'assurance d'innover sans soucis,home,kitchen,63.94,Guillon S.A.S.,3.1,40,246,False,2025-08-01
prod_00176,La liberté de rouler à l'état pur,beauty,fragrance,35.35,Pires,4.3,49,835,False,2025-09-14
prod_00177,Le confort de concrétiser vos projets en toute tranquilité,electronics,smartphone,195.12,Ruiz S.A.R.L.,3.9,47,467,True,2024-12-22
prod_00178,Le droit d'évoluer de manière sûre,books,science,42.24,Vincent,4.5,44,676,False,2024-11-23
prod_00179,Le pouvoir d'évoluer de manière sûre,toys,dolls,73.49,Camus SARL,3.8,42,918,False,2025-06-13
prod_00180,Le confort de concrétiser vos projets sans soucis,fashion,watches,43.19,Gérard,4.0,40,270,True,2025-02-13
prod_00181,Le droit de louer de manière efficace,fashion,shoes,48.88,Bouvet et Fils,4.0,45,799,False,2025-01-25
prod_00182,Le confort de louer avant-tout,sports,team_sports,51.91,Garcia Collin SARL,4.5,51,338,False,2025-01-22
prod_00183,L'avantage d'évoluer à la pointe,books,fiction,23.2,Maillard Clément S.A.S.,3.4,47,35,False,2025-04-22
prod_00184,Le plaisir d'atteindre vos buts de manière efficace,home,kitchen,66.19,Merle,4.0,49,715,True,2025-09-25
prod_00185,L'assurance de changer sans soucis,books,science,11.43,Perrot SA,4.0,49,701,True,2025-05-30
prod_00186,Le confort d'évoluer sans soucis,sports,outdoor,66.45,Fernandez Berthelot et Fils,4.2,41,970,False,2025-02-06
prod_00187,L'avantage d'atteindre vos buts naturellement,fashion,shoes,148.56,Gaillard S.A.R.L.,4.9,39,964,False,2025-07-13
prod_00188,Le droit d'avancer avant-tout,sports,fitness,40.37,Torres S.A.,4.8,42,434,True,2024-11-22
prod_00189,La liberté de changer en toute tranquilité,books,fiction,41.48,Allard,4.8,44,341,False,2025-07-18
prod_00190,Le confort de concrétiser vos projets à la pointe,home,decor,25.41,Didier,3.1,40,863,False,2025-01-18
prod_00191,Le plaisir de louer plus facilement,fashion,shoes,40.8,Loiseau Pruvost S.A.,5.0,42,390,False,2025-01-03
prod_00192,L'art de concrétiser vos projets à la pointe,sports,team_sports,21.61,Dupont Renard SA,3.3,52,394,False,2025-01-08
prod_00193,Le pouvoir de concrétiser vos projets de manière sûre,fashion,clothing,109.88,Turpin,4.3,42,848,False,2025-05-29
prod_00194,Le confort d'atteindre vos buts autrement,toys,dolls,235.2,Martin,3.6,39,493,False,2024-11-23
prod_00195,Le plaisir de louer naturellement,sports,fitness,70.13,Lemoine,4.2,48,914,False,2025-10-01
prod_00196,L'art de louer à la pointe,sports,fitness,11.33,Duval,4.8,41,943,False,2025-08-03
prod_00197,La possibilité de changer sans soucis,books,science,147.56,Fouquet,5.0,37,420,False,2025-05-03
prod_00198,Le droit d'avancer à sa source,sports,outdoor,196.9,Pichon,4.4,51,785,False,2025-05-02
prod_00199,Le pouvoir de rouler naturellement,beauty,skincare,170.06,Besnard S.A.R.L.,4.5,51,894,False,2024-12-30
prod_00200,La possibilité de rouler autrement,books,fiction,101.03,Verdier Lefebvre S.A.S.,3.9,41,175,False,2025-09-05
prod_00201,La possibilité de louer avant-tout,books,science,34.5,Brunel,3.4,35,155,False,2025-04-16
prod_00202,La liberté d'atteindre vos buts à l'état pur,books,business,69.18,Chrétien,4.3,40,777,False,2025-08-22
prod_00203,Le plaisir de changer plus rapidement,electronics,headphones,64.78,Bernard Moreau S.A.R.L.,4.8,44,639,False,2024-12-12
prod_00204,L'art d'évoluer à l'état pur,home,kitchen,51.33,Riou Salmon S.A.S.,4.2,43,252,False,2024-12-26
prod_00205,Le pouvoir d'innover à la pointe,beauty,skincare,19.26,Pereira Monnier SA,3.6,46,506,False,2024-11-02
prod_00206,Le droit d'atteindre vos buts à sa source,beauty,makeup,25.82,Carre,3.7,47,846,False,2025-06-21
prod_00207,L'assurance d'avancer naturellement,sports,team_sports,131.77,Maurice SARL,3.5,54,12,True,2025-05-18
prod_00208,La liberté de changer avant-tout,sports,team_sports,23.24,Mathieu Mahe SARL,3.7,47,957,True,2025-02-05
prod_00209,L'art de louer plus facilement,fashion,accessories,91.99,Arnaud SA,4.4,48,569,False,2025-05-25
prod_00210,La liberté de changer plus rapidement,fashion,shoes,223.72,Brunel,3.9,47,231,False,2025-08-11
prod_00211,Le droit d'innover plus facilement,fashion,accessories,27.74,Michel,3.7,52,565,False,2024-11-25
prod_00212,Le plaisir de concrétiser vos projets à l'état pur,sports,outdoor,65.2,Morvan Becker SA,3.5,36,659,False,2024-11-06
prod_00213,L'assurance de louer sans soucis,electronics,tablet,53.87,Gilbert Valentin SARL,4.4,52,868,False,2025-06-19
prod_00214,La possibilité de louer autrement,fashion,accessories,24.76,Lenoir,5.0,42,833,False,2025-01-18
prod_00215,Le plaisir de changer plus facilement,toys,educational,113.97,Thierry Leconte et Fils,4.9,37,717,True,2025-06-26
prod_00216,Le droit d'avancer à l'état pur,home,furniture,29.95,Brun S.A.R.L.,4.5,46,826,False,2024-12-09
prod_00217,La possibilité d'évoluer autrement,home,decor,233.05,Bonnet,4.2,51,282,False,2024-10-20
prod_00218,La liberté d'avancer en toute tranquilité,books,fiction,67.05,Prévost Blin SA,4.1,43,703,False,2024-10-13
prod_00219,L'avantage d'avancer sans soucis,home,appliances,48.24,Guillot,4.2,42,234,False,2024-10-14
prod_00220,Le pouvoir d'atteindre vos buts à sa source,toys,board_games,34.81,Ferreira Germain et Fils,5.0,39,153,False,2025-01-22
prod_00221,L'avantage d'évoluer plus facilement,sports,fitness,63.79,Morin,4.1,49,705,False,2025-09-14
prod_00222,L'assurance d'atteindre vos buts à l'état pur,electronics,laptop,196.54,Moreno Bertrand SARL,4.6,40,227,False,2025-03-31
prod_00223,L'art de changer en toute tranquilité,books,science,15.8,Collet SA,4.7,48,409,False,2024-12-03
prod_00224,La liberté de changer à la pointe,sports,fitness,21.62,Rivière et Fils,4.3,44,709,True,2025-05-16
prod_00225,Le droit de changer autrement,toys,educational,46.46,Renaud SA,5.0,41,229,True,2024-11-24
prod_00226,L'assurance d'avancer de manière sûre,electronics,smartphone,14.01,Gimenez,3.8,57,377,False,2024-12-14
prod_00227,Le confort d'atteindre vos buts sans soucis,home,decor,29.11,Blanchard SARL,4.6,44,796,False,2025-09-05
prod_00228,L'art d'atteindre vos buts de manière efficace,electronics,smartphone,18.0,Bernier Hernandez S.A.R.L.,4.1,44,245,False,2025-03-17
prod_00229,L'avantage d'innover plus rapidement,toys,action_figures,94.96,Jourdan,4.1,35,388,False,2024-10-10
prod_00230,L'art de louer naturellement,home,furniture,151.81,Mendès,4.2,55,834,False,2024-10-17
prod_00231,L'avantage d'atteindre vos buts plus rapidement,fashion,clothing,26.22,Lefèvre,3.7,45,909,False,2025-05-03
prod_00232,Le confort de changer de manière sûre,sports,yoga,87.84,David,4.1,54,283,False,2024-12-29
prod_00233,Le plaisir de louer à sa source,electronics,tablet,50.32,Lecomte S.A.,4.2,36,79,False,2025-04-30
