session_id,user_id,cart_items_count,cart_value,cart_created,cart_abandoned
session_000220,user_00400,4,125.06342036096646,2025-10-08 08:49:48,True
session_000225,user_00395,4,57.03318230745293,2025-10-08 08:49:27,False
session_000226,user_00165,4,107.14840360428278,2025-10-08 08:49:11,False
session_000229,user_00167,1,55.978029711428235,2025-10-08 08:51:10,False
session_000231,user_00092,2,82.69556629275183,2025-10-08 08:48:48,True
session_000232,user_00303,3,145.27503265301618,2025-10-08 08:48:55,False
session_000233,user_00888,3,65.12003893712331,2025-10-08 08:50:59,True
session_000236,user_00764,2,69.79833951745687,2025-10-08 08:50:18,False
session_000238,user_00678,1,80.52269935498859,2025-10-08 08:51:04,True
session_000239,user_00688,2,102.82641306786445,2025-10-08 08:49:18,True
session_000243,user_00777,4,91.8215679182526,2025-10-08 08:48:54,False
session_000244,user_00774,3,63.80881841453876,2025-10-08 08:50:49,True
session_000245,user_00839,4,88.43642218060774,2025-10-08 08:49:23,True
session_000249,user_00752,1,63.80881113679742,2025-10-08 08:48:57,True
session_000250,user_00010,3,94.63130308043284,2025-10-08 08:48:40,False
session_000252,user_00275,1,103.64188860104815,2025-10-08 08:49:46,True
session_000255,user_00071,2,56.89469168645993,2025-10-08 08:49:30,True
session_000256,user_00750,2,58.95097820802411,2025-10-08 08:48:57,True
session_000257,user_00398,4,37.853946284033235,2025-10-08 08:49:42,True
session_000259,user_00271,3,61.50007558428256,2025-10-08 08:49:27,True
session_000261,user_00938,1,70.75554248103217,2025-10-08 08:49:13,True
session_000262,user_00793,3,50.97196108175387,2025-10-08 08:51:01,True
session_000267,user_00813,3,106.93363736821668,2025-10-08 08:50:12,True
session_000268,user_00410,4,66.53317820859183,2025-10-08 08:49:31,False
session_000269,user_00718,1,39.42028185930362,2025-10-08 08:50:27,False
session_000271,user_00115,4,94.09468295788574,2025-10-08 08:50:45,False
session_000273,user_00895,4,62.94477441179852,2025-10-08 08:50:41,True
session_000276,user_00681,3,75.18248733571744,2025-10-08 08:51:04,False
session_000277,user_00580,3,50.21455930974016,2025-10-08 08:48:52,True
session_000278,user_00537,3,107.11408703242805,2025-10-08 08:49:42,True
session_000281,user_00937,1,94.97029483668156,2025-10-08 08:51:19,True
session_000283,user_00179,1,78.61185392192819,2025-10-08 08:50:24,False
session_000284,user_00702,2,86.52643647684734,2025-10-08 08:50:08,False
session_000292,user_00953,2,100.30700033664829,2025-10-08 08:48:58,True
session_000293,user_00164,1,63.88312787080095,2025-10-08 08:48:48,True
session_000294,user_00768,1,35.38735535964538,2025-10-08 08:50:08,True
session_000296,user_00911,4,97.44978696308695,2025-10-08 08:50:50,False
session_000298,user_00805,4,42.126119487850474,2025-10-08 08:50:22,True
session_000299,user_00478,4,53.468355683018146,2025-10-08 08:51:26,False
session_000300,user_00453,3,145.83942294616548,2025-10-08 08:50:45,False
session_000304,user_00334,2,96.57484892487201,2025-10-08 08:49:53,True
session_000305,user_00253,3,68.09389562826189,2025-10-08 08:49:02,False
session_000306,user_00218,3,69.02153262972574,2025-10-08 08:51:29,True
session_000308,user_00016,1,76.85243327349612,2025-10-08 08:49:32,True
session_000310,user_00077,3,129.82826333452502,2025-10-08 08:51:23,False
session_000311,user_00913,3,83.1573492224857,2025-10-08 08:50:09,False
session_000312,user_00927,1,105.05906497474703,2025-10-08 08:48:47,True
session_000313,user_00004,2,63.33831204444797,2025-10-08 08:51:32,False
session_000314,user_00977,3,42.429919132708584,2025-10-08 08:50:46,True
session_000316,user_00929,3,96.74640761370138,2025-10-08 08:49:44,True
session_000320,user_00009,2,88.7153803058694,2025-10-08 08:50:58,True
session_000324,user_00760,1,122.95667475749772,2025-10-08 08:49:45,False
session_000327,user_00320,1,49.62009191639977,2025-10-08 08:50:41,True
session_000329,user_00123,4,73.74800816383498,2025-10-08 08:51:02,True
session_000332,user_00178,3,67.04214453487417,2025-10-08 08:49:11,False
session_000333,user_00446,4,53.785124020642684,2025-10-08 08:49:17,False
session_000336,user_00275,3,55.74816735790458,2025-10-08 08:49:02,True
session_000338,user_00483,4,69.22428000345862,2025-10-08 08:49:17,True
session_000343,user_00242,4,105.8527714618993,2025-10-08 08:50:56,False
session_000344,user_00103,4,62.35493646656644,2025-10-08 08:49:22,True
session_000345,user_00498,1,82.42403555875825,2025-10-08 08:51:11,True
session_000346,user_00476,4,67.35634418015084,2025-10-08 08:48:51,True
session_000349,user_00918,2,108.00614604830926,2025-10-08 08:48:40,False
session_000351,user_00601,3,112.79434923812677,2025-10-08 08:48:41,False
session_000352,user_00233,3,81.20859474874545,2025-10-08 08:51:29,True
session_000355,user_00101,3,37.15927487623675,2025-10-08 08:50:01,False
session_000356,user_00910,1,75.62922881763927,2025-10-08 08:48:41,False
session_000357,user_00317,1,81.26661467609904,2025-10-08 08:51:28,True
session_000359,user_00341,1,118.64331840653345,2025-10-08 08:48:43,False
session_000360,user_00686,3,43.009854369535645,2025-10-08 08:50:14,True
session_000361,user_00795,3,95.98640758078909,2025-10-08 08:50:19,True
session_000365,user_00859,4,28.15618824802923,2025-10-08 08:51:10,False
session_000368,user_00613,4,86.39907339334222,2025-10-08 08:49:52,False
session_000369,user_00844,4,52.232923590861475,2025-10-08 08:49:49,False
session_000374,user_00876,2,67.2275746450846,2025-10-08 08:51:34,False
session_000375,user_00646,4,97.02186727109775,2025-10-08 08:51:27,True
session_000376,user_00725,4,100.049193077008,2025-10-08 08:50:09,False
session_000377,user_00168,4,62.10025459153411,2025-10-08 08:51:27,True
session_000379,user_00911,1,62.25468720549138,2025-10-08 08:50:36,True
session_000380,user_00634,2,95.89045248598758,2025-10-08 08:50:17,True
session_000381,user_00896,3,104.61728595785472,2025-10-08 08:50:24,False
session_000382,user_00352,2,62.53936930937345,2025-10-08 08:51:33,True
session_000386,user_00593,1,80.28721904974213,2025-10-08 08:51:07,True
session_000387,user_00670,3,60.024844136942214,2025-10-08 08:49:01,False
session_000390,user_00027,1,50.84306429947736,2025-10-08 08:49:19,False
session_000392,user_00991,2,66.86809901172617,2025-10-08 08:48:48,False
session_000393,user_00739,1,56.73923944718739,2025-10-08 08:51:32,False
session_000394,user_00992,2,102.66208861669354,2025-10-08 08:48:57,False
session_000395,user_00318,3,65.79002432162802,2025-10-08 08:51:06,True
session_000396,user_00124,4,105.74935751179657,2025-10-08 08:49:39,False
session_000400,user_00153,4,61.170607536910204,2025-10-08 08:51:14,False
session_000403,user_00881,1,105.97776118647917,2025-10-08 08:49:06,True
session_000404,user_00322,1,105.70726217256838,2025-10-08 08:51:30,True
session_000405,user_00622,1,85.31053295111593,2025-10-08 08:50:18,False
session_000409,user_00707,1,73.68042732966126,2025-10-08 08:49:40,False
session_000414,user_00730,2,77.53908115284109,2025-10-08 08:49:20,False
session_000416,user_00937,3,89.38926965852565,2025-10-08 08:49:46,False
session_000417,user_00853,1,52.00927023966095,2025-10-08 08:50:47,False
session_000419,user_00493,4,104.25076725727935,2025-10-08 08:50:27,True
session_000423,user_00086,3,65.85634663532753,2025-10-08 08:51:06,True
session_000424,user_00593,4,125.44476655138656,2025-10-08 08:49:45,True
session_000425,user_00717,1,106.26734039571943,2025-10-08 08:49:00,True
session_000426,user_00760,2,69.80574887477486,2025-10-08 08:50:23,True
session_000427,user_00361,1,72.62166736217583,2025-10-08 08:51:37,False
session_000429,user_00838,4,114.93547660439262,2025-10-08 08:49:16,True
session_000430,user_00472,1,50.26496961773742,2025-10-08 08:51:13,True
session_000431,user_00377,4,99.0552382484439,2025-10-08 08:50:11,False
session_000432,user_00327,3,72.11588311809402,2025-10-08 08:51:03,True
session_000434,user_00658,3,59.73203004366286,2025-10-08 08:49:16,False
session_000435,user_00786,3,31.522778899257716,2025-10-08 08:51:21,False
session_000436,user_00707,4,84.05351229129438,2025-10-08 08:50:52,False
session_000437,user_00351,3,119.31213358342794,2025-10-08 08:51:00,True
session_000440,user_00493,4,93.25344573886572,2025-10-08 08:49:47,True
session_000442,user_00839,3,107.7227716905195,2025-10-08 08:49:36,True
session_000443,user_00948,2,59.57302488395396,2025-10-08 08:51:35,False
session_000446,user_00264,1,64.83058933577222,2025-10-08 08:49:14,False
session_000448,user_00036,3,37.88781407891849,2025-10-08 08:51:13,True
session_000449,user_00785,4,90.09069387713895,2025-10-08 08:49:24,True
session_000451,user_00860,2,42.490969550517754,2025-10-08 08:49:45,True
session_000453,user_00757,2,95.81001874223888,2025-10-08 08:49:23,False
session_000456,user_00988,1,100.72247956766643,2025-10-08 08:49:39,True
session_000461,user_00305,1,45.17319606450093,2025-10-08 08:49:14,True
session_000462,user_00574,4,85.01842504927156,2025-10-08 08:49:45,False
session_000465,user_00738,3,57.24961237497414,2025-10-08 08:51:24,True
session_000466,user_00525,1,58.54499170967891,2025-10-08 08:49:48,False
session_000467,user_00476,4,72.10221758023314,2025-10-08 08:49:34,True
session_000468,user_00905,3,119.01559967081076,2025-10-08 08:50:15,True
session_000471,user_00523,1,104.61316595699427,2025-10-08 08:49:21,False
session_000472,user_00981,1,109.56747276087583,2025-10-08 08:50:25,False
session_000475,user_00275,3,53.68808441687001,2025-10-08 08:51:14,True
session_000476,user_00053,4,56.58705225048688,2025-10-08 08:51:27,False
session_000479,user_00174,1,69.07448018101616,2025-10-08 08:50:29,False
session_000480,user_00581,1,58.575399274708424,2025-10-08 08:49:04,False
session_000484,user_00646,3,36.16699771538139,2025-10-08 08:50:51,True
session_000485,user_00104,1,98.18328588312177,2025-10-08 08:49:15,True
session_000488,user_00834,2,92.23292767664108,2025-10-08 08:49:54,True
session_000490,user_00995,3,67.01974566103333,2025-10-08 08:48:59,True
session_000497,user_00229,3,88.85853380612915,2025-10-08 08:50:16,True
session_000504,user_00111,1,66.5561359278982,2025-10-08 08:49:26,True
session_000505,user_00900,2,72.24837729822261,2025-10-08 08:49:40,False
session_000507,user_00870,4,21.239923651747347,2025-10-08 08:49:49,True
session_000510,user_00578,4,108.28748445834923,2025-10-08 08:48:43,True
session_000512,user_00924,2,85.9959436636374,2025-10-08 08:48:46,True
session_000513,user_00122,1,74.73562417613459,2025-10-08 08:50:40,False
session_000518,user_00263,4,53.98559983789889,2025-10-08 08:48:43,True
session_000519,user_00618,3,80.54362887447911,2025-10-08 08:50:43,True
session_000520,user_00898,1,84.32171606420911,2025-10-08 08:49:24,False
session_000521,user_00571,3,115.4568313969146,2025-10-08 08:50:18,True
session_000522,user_00641,3,65.95660875359424,2025-10-08 08:51:32,False
session_000523,user_00217,4,104.03323023768584,2025-10-08 08:49:42,True
session_000525,user_00196,2,79.72721064471693,2025-10-08 08:51:24,False
session_000526,user_00636,2,61.977489252964126,2025-10-08 08:50:16,True
session_000527,user_00984,3,85.6642946522924,2025-10-08 08:49:23,True
session_000529,user_00280,2,77.64959229536957,2025-10-08 08:49:23,False
session_000530,user_00514,2,52.96485776490316,2025-10-08 08:50:22,True
session_000531,user_00742,2,50.68311249730492,2025-10-08 08:51:39,True
session_000535,user_00133,1,108.41673785572118,2025-10-08 08:51:22,True
session_000539,user_00666,3,107.43438118501233,2025-10-08 08:48:43,False
session_000540,user_00200,2,20.429684792735834,2025-10-08 08:51:01,True
session_000541,user_00247,1,82.5456132238374,2025-10-08 08:49:10,True
session_000542,user_00038,1,65.15762812292658,2025-10-08 08:49:04,True
session_000543,user_00205,3,96.51021166593587,2025-10-08 08:49:29,False
session_000545,user_00486,2,79.89317999638685,2025-10-08 08:51:14,False
session_000546,user_00402,3,38.101188441656056,2025-10-08 08:50:50,True
session_000547,user_00138,3,56.265175415019996,2025-10-08 08:50:55,True
session_000548,user_00355,2,52.746659002600296,2025-10-08 08:49:58,True
session_000550,user_00400,4,74.08062727750982,2025-10-08 08:51:06,True
session_000551,user_00360,2,65.76091053381376,2025-10-08 08:49:30,True
session_000554,user_00066,2,87.85052236372675,2025-10-08 08:51:09,False
session_000557,user_00151,1,31.056872371070327,2025-10-08 08:48:59,True
session_000558,user_00023,2,59.72380275682963,2025-10-08 08:51:07,False
session_000561,user_00057,4,36.356920094027004,2025-10-08 08:49:49,True
session_000563,user_00599,4,50.39482999277337,2025-10-08 08:49:11,False
session_000566,user_00092,3,43.712630562922655,2025-10-08 08:50:46,True
session_000569,user_00838,3,95.92280352427407,2025-10-08 08:49:00,False
session_000570,user_00354,4,67.19483582068104,2025-10-08 08:51:11,False
session_000571,user_00376,3,80.38997521415854,2025-10-08 08:50:21,True
session_000572,user_00701,1,112.77068715940479,2025-10-08 08:49:13,True
session_000573,user_00147,3,84.95366676987693,2025-10-08 08:51:29,True
session_000574,user_00302,1,19.514571427806295,2025-10-08 08:50:26,True
session_000575,user_00278,3,89.6431036757149,2025-10-08 08:51:29,True
session_000577,user_00318,4,60.38055087713795,2025-10-08 08:48:52,False
session_000578,user_00036,2,64.06057972829805,2025-10-08 08:51:14,True
session_000579,user_00793,3,130.56376304149745,2025-10-08 08:49:59,False
session_000582,user_00124,1,73.8270401579747,2025-10-08 08:50:54,True
session_000583,user_00675,2,50.13659618992422,2025-10-08 08:48:57,False
session_000584,user_00146,2,123.08186652593346,2025-10-08 08:51:03,False
session_000587,user_00258,3,33.804457760048365,2025-10-08 08:51:19,True
session_000590,user_00075,1,72.80197583672675,2025-10-08 08:49:43,False
session_000598,user_00589,1,101.0523185672779,2025-10-08 08:50:20,False
session_000601,user_00270,4,82.84000195728005,2025-10-08 08:51:11,False
session_000602,user_00016,2,94.3565181606588,2025-10-08 08:51:16,True
session_000604,user_00997,1,80.69117036544898,2025-10-08 08:50:20,False
session_000610,user_00372,1,10.0,2025-10-08 08:49:13,False
session_000611,user_00268,2,103.73896633103118,2025-10-08 08:50:02,True
session_000615,user_00023,4,86.92798444293149,2025-10-08 08:49:21,True
session_000617,user_00395,3,57.46406552059686,2025-10-08 08:50:13,True
session_000618,user_00089,1,133.16755646807178,2025-10-08 08:50:56,True
session_000621,user_00882,4,58.59588007982434,2025-10-08 08:50:17,True
session_000623,user_00450,2,62.36598557435706,2025-10-08 08:49:40,False
session_000624,user_00050,4,89.45950669662963,2025-10-08 08:51:26,True
session_000625,user_00007,1,105.21026381524194,2025-10-08 08:51:32,False
session_000629,user_00349,4,77.90489255400905,2025-10-08 08:51:14,True
session_000631,user_00323,2,27.66562124856563,2025-10-08 08:48:59,False
session_000632,user_00795,1,41.090047164301225,2025-10-08 08:51:16,True
session_000635,user_00016,3,56.017110369886225,2025-10-08 08:50:11,False
session_000636,user_00448,2,68.93578226323224,2025-10-08 08:51:02,True
session_000639,user_00998,1,79.31823101860775,2025-10-08 08:48:50,True
session_000642,user_00958,1,54.13083348255151,2025-10-08 08:48:58,True
session_000643,user_00577,1,84.98221068790552,2025-10-08 08:50:52,False
session_000644,user_00027,4,43.93238454750925,2025-10-08 08:51:22,False
session_000645,user_00498,4,77.65488719296219,2025-10-08 08:51:17,True
session_000652,user_00228,3,73.21274793204648,2025-10-08 08:50:28,True
session_000653,user_00849,1,83.70400487341327,2025-10-08 08:50:22,False
session_000655,user_00428,2,77.39456938367299,2025-10-08 08:50:07,False
session_000656,user_00909,2,37.71876186248793,2025-10-08 08:48:45,False
session_000658,user_00357,4,28.91870790754814,2025-10-08 08:49:19,False
session_000659,user_00793,1,69.33889485230631,2025-10-08 08:49:48,False
session_000660,user_00121,3,67.28173578568736,2025-10-08 08:51:14,True
session_000661,user_00441,3,55.897281545361594,2025-10-08 08:48:43,False
session_000664,user_00798,2,44.60558396587426,2025-10-08 08:48:56,True
session_000666,user_00351,4,76.94435547024169,2025-10-08 08:49:01,False
session_000667,user_00482,1,60.68241179143205,2025-10-08 08:50:49,True
session_000670,user_00548,1,52.25012178666729,2025-10-08 08:50:23,True
session_000672,user_00995,4,65.97782532340945,2025-10-08 08:49:22,True
session_000673,user_00351,1,42.169363867067744,2025-10-08 08:49:50,True
session_000674,user_00391,4,95.88363452454837,2025-10-08 08:51:33,True
session_000675,user_00598,1,79.5228882179437,2025-10-08 08:49:45,False
session_000678,user_00815,3,96.30943547789879,2025-10-08 08:49:44,True
session_000682,user_00051,1,86.56865612828656,2025-10-08 08:49:43,True
session_000684,user_00817,3,82.35140751130005,2025-10-08 08:50:23,False
session_000690,user_00951,1,99.06527376743593,2025-10-08 08:51:04,True
session_000692,user_00799,3,62.82045706758076,2025-10-08 08:50:00,True
session_000693,user_00215,1,83.65138435364769,2025-10-08 08:48:54,True
session_000699,user_00425,1,67.5426755823924,2025-10-08 08:50:47,True
session_000701,user_00110,3,92.61777270018683,2025-10-08 08:49:30,True
session_000702,user_00432,2,65.6386636997754,2025-10-08 08:48:54,False
session_000707,user_00023,2,88.8170980705917,2025-10-08 08:51:10,True
session_000708,user_00634,4,95.08477622780875,2025-10-08 08:51:07,True
session_000709,user_00420,1,122.0125226172255,2025-10-08 08:50:59,True
session_000710,user_00373,1,100.46533607980342,2025-10-08 08:50:57,True
session_000713,user_00702,4,64.09762453551834,2025-10-08 08:49:32,True
session_000715,user_00922,3,82.78096410504786,2025-10-08 08:51:12,True
session_000717,user_00767,4,58.4499774509693,2025-10-08 08:48:40,False
session_000718,user_00454,2,57.010376961949035,2025-10-08 08:50:51,False
session_000719,user_00834,3,42.73427094681358,2025-10-08 08:51:32,True
session_000721,user_00346,3,90.02947314784382,2025-10-08 08:50:09,True
session_000723,user_00769,3,78.0360375326047,2025-10-08 08:51:20,False
session_000724,user_00470,3,59.21014681259829,2025-10-08 08:49:49,True
session_000726,user_00124,3,102.42726516494614,2025-10-08 08:50:45,True
session_000727,user_00623,4,64.35955158355112,2025-10-08 08:50:29,True
session_000728,user_00256,4,38.70103717591648,2025-10-08 08:51:02,False
session_000729,user_00315,1,60.414261863378854,2025-10-08 08:49:24,False
session_000730,user_00210,4,20.21630099677543,2025-10-08 08:50:01,True
session_000731,user_00118,1,69.77313157715349,2025-10-08 08:51:01,True
session_000734,user_00076,1,55.28378489513902,2025-10-08 08:50:58,False
session_000735,user_00358,3,84.96500312093714,2025-10-08 08:49:26,True
session_000737,user_00236,1,85.98418624252409,2025-10-08 08:49:33,True
session_000740,user_00843,4,81.53255217410066,2025-10-08 08:48:51,False
session_000741,user_00181,4,54.34014914981496,2025-10-08 08:49:56,True
session_000742,user_00666,1,78.14980189281611,2025-10-08 08:48:50,True
session_000743,user_00882,4,45.4302189641946,2025-10-08 08:51:32,True
session_000745,user_00622,4,107.7881551150636,2025-10-08 08:51:30,False
session_000747,user_00672,4,70.80962547431653,2025-10-08 08:51:27,True
session_000752,user_00576,2,53.13513031017318,2025-10-08 08:49:08,False
session_000753,user_00082,4,109.06433771289397,2025-10-08 08:51:11,True
session_000754,user_00259,3,43.394879162304896,2025-10-08 08:48:58,False
session_000756,user_00230,4,62.05137824033798,2025-10-08 08:50:12,False
session_000761,user_00387,2,87.3936602274722,2025-10-08 08:49:26,False
session_000763,user_00136,2,90.61916184931694,2025-10-08 08:50:27,True
session_000765,user_00224,1,65.33358666892676,2025-10-08 08:49:36,True
session_000770,user_00159,2,29.635386702430395,2025-10-08 08:48:39,True
session_000771,user_00449,2,45.17872415506413,2025-10-08 08:48:45,False
session_000772,user_00755,3,69.40988683033628,2025-10-08 08:48:48,True
session_000775,user_00614,4,67.01058142905926,2025-10-08 08:49:44,True
session_000778,user_00402,4,77.47802065996424,2025-10-08 08:49:44,True
session_000781,user_00001,3,74.63038036984938,2025-10-08 08:50:11,False
session_000784,user_00493,2,88.06663082317115,2025-10-08 08:51:26,True
session_000787,user_00777,1,63.74218630689187,2025-10-08 08:48:55,True
session_000790,user_00717,1,77.41165522842903,2025-10-08 08:48:51,False
session_000791,user_00399,2,97.49992388515085,2025-10-08 08:50:11,True
session_000793,user_00731,4,84.35169605636746,2025-10-08 08:51:12,True
session_000794,user_00357,1,71.11015565054353,2025-10-08 08:49:29,False
session_000795,user_00585,4,76.23152289004521,2025-10-08 08:51:37,True
session_000796,user_00188,4,61.27758715390602,2025-10-08 08:51:33,True
session_000797,user_00301,4,91.76013680767242,2025-10-08 08:51:35,False
session_000798,user_00699,1,75.53862484739116,2025-10-08 08:49:46,True
session_000799,user_00381,4,75.21828945080983,2025-10-08 08:48:59,False
session_000804,user_00527,3,91.11038928529236,2025-10-08 08:51:00,False
session_000808,user_00165,4,64.9869271529446,2025-10-08 08:50:36,True
session_000809,user_00379,4,65.3711383869969,2025-10-08 08:49:52,False
session_000810,user_00538,3,73.06123944638718,2025-10-08 08:51:29,True
session_000812,user_00002,1,93.17909186081408,2025-10-08 08:49:40,True
session_000816,user_00693,1,108.33655519922291,2025-10-08 08:48:42,False
session_000817,user_00137,3,66.4171277364357,2025-10-08 08:48:44,False
